AccountId,Pool Balance,Incentive Share
5F1hxEYphGmjJxCsHBors8GqYdwz1eYC4ZDJ7d7ToBf3dpgd,1033028938060,0
5F1qqJeVmECzW4fwxj2ymaLB7UhVvUhipZo5RJyu8zeGcWzp,0,15878392943
5F3w3KX8qaUgrA8hxKU8z8yw39zPRbDcxvLCqNg5iSUDssWG,401827024,0
5GREeQcGHt7na341Py6Y6Grr38KUYRvVoiFSiDB52Gt7VZiN,0,43724216728
5Gy3HBdYRUVpVcUMKNjZJeXRpH7p6TLXkejcxmSz47ahpzLA,0,567020837333
5CoMHs9VQBgUz5sxHmxvvKYupLKJXzZZchC5cSaABgcTQAeu,0,2895725846513
5Ci3a3phaao3tfsY6fLGKXR4QB6kLWUQ5f7ESSgKoPVHVbBG,0,246959916683
5G7HmJ1T8QPwB617axKgCeiwCPk7WiqqB41KrhKV8fWy3Q8V,0,20660655728019
5GKboSUiK8B1F7wzgmREddtkCLmPUMuUnSWcEeoMBpmob2QR,0,77671901300
5ENYimB42qGNXTPjUoUH5BZKs2iPXGEKcyDpuakhQkd5xskQ,9712394809,0
5F4XEVfWnmRhgztz5KtuXxCRaBEC2dmw4Xrzc369s5JSbjwe,42400698764,0
5GEjhmwC9255azTEtetNUBjX1czY5Z2dy5NGUoroT3A8DQRb,0,321364537915
5Hq41GACzMNR6qupzZdMPsnBFg4wSovv9qJuTZAN8aSwN44z,11519465449,0
5EFM3WZhaY79Yg2bYdKtj4555QjZubM5wGkfd6EWU1tm1SNx,0,209343162406
5EYCAe5fiQJso5shMc1vDwj12vXpXhuYHDwVES1rKRJwcWVj,99608766400507,0
5G37EjzukybyVa4r8muHbrZ1aTLnHxFBSP9ajCEPonwYCMJK,182029961592,0
5DAHjTGcLDXCpaZ3gYvQGuVuHg6fvoXFutRRCaqfYsb53VD9,0,1057276229873
5DtkptGAdj7bLoXvTy7qNYc26sx5iggWHVLiojh3bKxMzfiJ,0,100597885736
5HeB6AnhGdewvUJkufWdbEfoJk4gG2h3ATMdAmszBdCZ27Ve,0,251334716005
5D2RoM2wLcSALVGSBrCowqeBEPmJbMbchAANZ6Z31B48SoPe,0,66810946074
5FHwnP5LRpVz28hoj1jbBeatDsR6hKqy22qETZjzLoZ4SLzz,250040545485,0
5EJSUsfTeFcRJiuWVDBZL1RMa8wgd6TQDik9WNv8trdRDBDt,0,1642648325373
5Ff1ZAcSnmnFo7QMWEDBK6VSFL5S1qWbGEEv23c7JD1kVWPi,0,3495889066047
5CXb4GNCFZU5WKxcduG6rLDoyQXX6EFUzEvYYbxvUHCVKz5S,1497497803,0
5DFySvvcSWzLLrSdFRtDWCcZazpiyRWHG41soYKDLa8xggj5,0,26873811278
5Dw2kMYviKMM9yMeKDX1i318ZvfboadQYapzQ1quCkyPqJ3s,0,10674629730918
5FyUnDrNjG4grSozvXg826vc76uCs1kmNXAaKhBk8MciJ9Jd,0,109458041138
5EwDTvm7nxSDHhzseBD4nURhMPkCxWYiZaqYFdjmdvmKdPbk,0,17040575146
5Da1EYudKfhQrwZrA3iRLu3rgXf8vnRf6icQxeSeJy72bLr3,385555206134,0
5Gru3MF8nF9W1gaZDgXq5QaKTAAT3WktTk1RU7t6Ca2UXshx,0,9976133204433
5HYfkhYG3zjc7S2jo2CZ7vNh9njqU12feA1ymZ1bMNnNnYTR,0,2520121158263
5HYZGfVEwaWHEEK2VqEUicmvjamLy6HsmrgJ52bG6uktxWtt,0,3813655717750
5H1aLcNJkzVDQeRXtcJdVQSCXkUechCY1tmsNRCtaTQPYmbg,10066888653,0
5FEh9dFqsE2fXqkav1VFZJnqR8PmVKJT9pHe6NECKSxJ2pSJ,0,110052587015
5DnVvW2153zR9oXUbB5obuxuu4dq6f2gEnbL3GKio3zGsCxK,0,347317666946
5Ec3Lj8XqWxrJikYTKvmAE6saNQxTm4t37P1Bdboz3CaY1BE,0,105079366821
5E7p44NbkJhrpFuGB5kJBE5PeWk56RYBHrNFUABe1gR76z9V,0,331946068927
5FZ3ThCqjJ28V2KAMTAbeDr6WKVgzAMFR5XCwfHobCJUWTtj,0,16478944031
5HotuNzNdeh9ha4N5fqJgZa2o38vpBrWP4euEwfsSx6oFyQd,0,66487608468
5EnKYAcJSWQ4TTSN4gBcya5S1vo2S9waw1qDGg45R1ZXtG5b,0,137529175655
5FC2S8mjEY2Sdj33v7UsnDx4R6qKDuAyCRcYkN1zb46DKrgc,0,34862087834
5D9ieEbJL9pavGApHs6wSAGnUbN1J5DZshoJ2skTBFg6Z7z4,0,29420551019109
5EtHT9KBbVaCcUgNsG4aKSq1LCiHP4ToMDX9UJV5KMLw63ts,1348949692419,0
5Do4JCEjixckj84LBhftvgUYYMMneJNoCWsHXS8v1CZcVsGv,2605698734022,0
5DvibJKhceQ8gk52hoQ4CTbMG1NNMUYPtvDWBhqKs2LVGdr5,100000000,0
5CFezFNGVfunfEGfnASkJitNJujzih3pm9SpEC4RRk1THkws,0,7953655080253
5HEcEgVyduDeBKepmkCvscsaPnbCtTHX37v1x19XnCBHXYun,0,152596620641
5GTg3a4daxsQKm3CsAPM7wNaYs1kCgjND71tSXDHs5mMLcS9,0,42333808840
5FnDmMEMRALAnzZmKWiLMQSdyWaxgayv6ZGmRJrAEWAWMPuM,0,67327742410
5CfR43jK5FgBRnYijV1UaZJPBF3pSg9yTBJLrvUkhJeei6cn,1084136522098,0
5DU564tLz8dymv1ikTtMakqdLzp1nutrSGUQo67JqeqALpQB,458078340,0
5G6GoquGzEbyDWXx7A7Fvp1626MZQGmUnojNLek2UiVnYuSn,82767219431,0
5EAEHaeKgu9JyEteqynGpPfxHb7fuX11kg4uzS9u3zEE9bBr,0,53627232199
5HWQUukoM1bdgk1VyaLZpQP4rewNDDXkw3YYh4FJK9jnAeA7,0,10590855383
5Cf9V61adqFFCVimge6pa2vST5QwWjHdDAFNP9tu58VyuaZ7,0,96501777879
5FNhJGvys1dw8SB66YxnoiWXgJqNf1N1qZGa5Qgs8FcK5zPL,0,10024575948
5DfFfo7AxJmPzsVLuEjEWhrqdLHXwjZ55PS1visBDDmmhDWf,281288835,0
5H9Fp5Xkra573sdC3uoDFSmtMVrTPWd2NiEYqEYjfB31KRZC,0,303284291208
5DyDBnRxvyMc5m1nYXkbnyRngyJfWrHDxjhs3NTDefQnf9L1,123562999441653,0
